accession	MGE
NZ_CP023003	plasmid
NZ_AP014834	plasmid
NZ_AP014835	plasmid
NZ_CP029806	plasmid
NZ_CP029807	plasmid
NZ_CP031645	plasmid
NZ_CP024036	plasmid
NZ_CP024037	plasmid
NZ_CP026096	plasmid
NZ_CP018575	plasmid
NC_005707	plasmid
NC_007103	plasmid
NC_007105	plasmid
NC_007107	plasmid
NC_007106	plasmid
NC_007104	plasmid
NC_011973	plasmid
NC_011655	plasmid
NC_011656	plasmid
NC_011654	plasmid
NC_011657	plasmid
NC_011775	plasmid
NC_011774	plasmid
NC_011777	plasmid
NC_011771	plasmid
NC_011776	plasmid
NC_012473	plasmid
NC_014331	plasmid
NC_014332	plasmid
NC_014333	plasmid
NC_016780	plasmid
NC_016792	plasmid
NC_016773	plasmid
NC_016793	plasmid
NC_016774	plasmid
NC_018492	plasmid
NC_018493	plasmid
NC_018499	plasmid
NC_018494	plasmid
NZ_CP015729	plasmid
NZ_CP009317	plasmid
NZ_CP009593	plasmid
NZ_CP009591	plasmid
NZ_CP009592	plasmid
NZ_CP009627	plasmid
NZ_CP009636	plasmid
NZ_CP009640	plasmid
NZ_CP009635	plasmid
NZ_CP009634	plasmid
NZ_CP009969	plasmid
NZ_CP009970	plasmid
NZ_CP009965	plasmid
NZ_CP009604	plasmid
NZ_CP012485	plasmid
NZ_CP012484	plasmid
NZ_CP012486	plasmid
NZ_CP011157	plasmid
NZ_CP015592	plasmid
NZ_CP015591	plasmid
NZ_CP015590	plasmid
NZ_CP016362	plasmid
NZ_CP016363	plasmid
NZ_CP018742	plasmid
NZ_CP022448	plasmid
NZ_CP022447	plasmid
NZ_CP023180	plasmid
NZ_CP023183	plasmid
NZ_CP023182	plasmid
NZ_CP023181	plasmid
NZ_CP026679	plasmid
NZ_CP012476	plasmid
NC_009673	plasmid
NZ_CP024099	plasmid
NZ_CP024110	plasmid
NZ_CP024097	plasmid
NZ_CP024119	plasmid
NZ_CP024114	plasmid
NZ_CP015323	plasmid
NZ_CP015325	plasmid
NZ_CP015326	plasmid
NZ_CP015328	plasmid
NZ_CP015324	plasmid
NZ_CP015329	plasmid
NZ_CP015330	plasmid
NZ_CP016791	plasmid
NZ_CP016792	plasmid
NZ_CP033045	plasmid
NC_006297	plasmid
NC_006873	plasmid
NZ_CP018939	plasmid
NZ_CP018938	plasmid
NZ_CP035233	plasmid
NC_012847	plasmid
NZ_CP020881	plasmid
NZ_CP021671	plasmid
NZ_CP027790	plasmid
NZ_CP032539	plasmid
NZ_CP035190	plasmid
NC_014023	plasmid
NC_014031	plasmid
NC_014025	plasmid
NC_004604	plasmid
NC_010010	plasmid
NC_010009	plasmid
NC_010008	plasmid
NC_017140	plasmid
NC_017141	plasmid
NZ_CP032531	plasmid
NZ_CP032532	plasmid
NZ_CP032533	plasmid
NZ_CP032535	plasmid
NZ_CP032536	plasmid
NZ_CP032537	plasmid
NZ_CP032529	plasmid
NZ_CP009921	plasmid
NZ_CP009915	plasmid
NZ_CP009918	plasmid
NZ_CP009916	plasmid
NZ_CP009917	plasmid
NZ_CP010587	plasmid
NZ_CP018875	plasmid
NZ_CP018876	plasmid
NZ_CP018877	plasmid
NZ_CP018878	plasmid
NZ_CP018879	plasmid
NZ_CP018880	plasmid
NZ_CP018881	plasmid
NZ_CP026738	plasmid
NZ_CP026740	plasmid
NZ_CP026737	plasmid
NZ_CP026739	plasmid
NZ_CP026741	plasmid
NZ_CP022675	plasmid
NZ_CP022676	plasmid
NZ_CP022677	plasmid
NZ_CP022678	plasmid
NZ_CP022679	plasmid
NZ_CP007740	plasmid
NZ_CP007741	plasmid
NC_010180	plasmid
NC_010181	plasmid
NZ_CP009690	plasmid
NZ_CP009689	plasmid
NZ_CP020748	plasmid
NZ_CP020751	plasmid
NZ_CP015507	plasmid
NZ_CP007623	plasmid
NZ_CP007622	plasmid
NZ_CP007621	plasmid
NZ_CP009648	plasmid
NZ_CP009647	plasmid
NZ_CP009645	plasmid
NZ_CP009646	plasmid
NC_013793	plasmid
NZ_CP011023	plasmid
NZ_CP016785	plasmid
NC_015165	plasmid
NC_015168	plasmid
NC_015166	plasmid
NZ_CP018198	plasmid
NZ_CP015608	plasmid
NZ_CP011009	plasmid
NZ_CP025002	plasmid
NZ_CP033792	plasmid
NZ_CP033788	plasmid
NZ_CP033796	plasmid
NZ_CP033791	plasmid
NZ_CP033794	plasmid
NZ_CP020435	plasmid
NZ_CP017017	plasmid
NZ_CP019627	plasmid
NZ_CP024648	plasmid
NZ_CP036355	plasmid
NZ_CP036354	plasmid
NC_017194	plasmid
NZ_CP014473	plasmid
NZ_CP014472	plasmid
NZ_CP015223	plasmid
NZ_CP018185	plasmid
NZ_CP017764	plasmid
NZ_CP017765	plasmid
NZ_CP021508	plasmid
NZ_CP021893	plasmid
NZ_CP022289	plasmid
NZ_CP025942	plasmid
NZ_CP020024	plasmid
NZ_CP032856	plasmid
NZ_CP032854	plasmid
NZ_CP032858	plasmid
NZ_CP032859	plasmid
NZ_CP032868	plasmid
NZ_CP032864	plasmid
NZ_CP032862	plasmid
NZ_CP032866	plasmid
NZ_CP032873	plasmid
NZ_CP032874	plasmid
NZ_CP035192	plasmid
NZ_CP035227	plasmid
NZ_CP035396	plasmid
NZ_CP035408	plasmid
NZ_CP035409	plasmid
NC_006578	plasmid
NC_014172	plasmid
NC_017201	plasmid
NC_017203	plasmid
NC_017202	plasmid
NC_017206	plasmid
NC_017205	plasmid
NC_017209	plasmid
NC_017212	plasmid
NC_017207	plasmid
NC_017211	plasmid
NC_017210	plasmid
NC_018486	plasmid
NC_018501	plasmid
NC_018488	plasmid
NC_018489	plasmid
NC_018503	plasmid
NC_018490	plasmid
NC_018516	plasmid
NC_018510	plasmid
NC_018511	plasmid
NC_018512	plasmid
NC_018689	plasmid
NC_018688	plasmid
NC_018687	plasmid
NC_018686	plasmid
NC_018685	plasmid
NC_018684	plasmid
NC_018878	plasmid
NC_018879	plasmid
NC_018880	plasmid
NC_018886	plasmid
NC_018881	plasmid
NC_018882	plasmid
NC_018883	plasmid
NC_018884	plasmid
NC_018885	plasmid
NC_020249	plasmid
NC_020239	plasmid
NC_020240	plasmid
NC_020250	plasmid
NC_020241	plasmid
NC_020242	plasmid
NC_020243	plasmid
NC_020385	plasmid
NC_020384	plasmid
NC_020393	plasmid
NC_020383	plasmid
NC_020382	plasmid
NC_020392	plasmid
NC_020381	plasmid
NC_020380	plasmid
NC_020379	plasmid
NC_020391	plasmid
NC_020378	plasmid
NC_020377	plasmid
NC_020390	plasmid
NC_022877	plasmid
NC_022875	plasmid
NC_020124	plasmid
NZ_CP004869	plasmid
NZ_CP004862	plasmid
NZ_CP004863	plasmid
NZ_CP004864	plasmid
NZ_CP004865	plasmid
NZ_CP004866	plasmid
NZ_CP004867	plasmid
NZ_CP004859	plasmid
NZ_CP004876	plasmid
NZ_CP004875	plasmid
NZ_CP004874	plasmid
NZ_CP004873	plasmid
NZ_CP004872	plasmid
NZ_CP004883	plasmid
NZ_CP004881	plasmid
NZ_CP004880	plasmid
NZ_CP004879	plasmid
NZ_CP004878	plasmid
NZ_CP007614	plasmid
NZ_CP007613	plasmid
NZ_CP007612	plasmid
NZ_CP007611	plasmid
NZ_CP007610	plasmid
NZ_CP007609	plasmid
NZ_CP007608	plasmid
NZ_CP010091	plasmid
NZ_CP010092	plasmid
NZ_CP010093	plasmid
NZ_CP010094	plasmid
NZ_CP010097	plasmid
NZ_CP010098	plasmid
NZ_CP010099	plasmid
NZ_CP009336	plasmid
NZ_CP009333	plasmid
NZ_CP009719	plasmid
NZ_CP009717	plasmid
NZ_CP010087	plasmid
NZ_CP009345	plasmid
NZ_CP009344	plasmid
NZ_CP010579	plasmid
NZ_CP010580	plasmid
NZ_CP010582	plasmid
NZ_CP010583	plasmid
NZ_CP011357	plasmid
NZ_CP011358	plasmid
NZ_CP011351	plasmid
NZ_CP011353	plasmid
NZ_CP011354	plasmid
NZ_CP011356	plasmid
NZ_CP012103	plasmid
NZ_CP012104	plasmid
NZ_CP012105	plasmid
NZ_CP012107	plasmid
NZ_CP012108	plasmid
NZ_CP012106	plasmid
NZ_CP010110	plasmid
NZ_CP010107	plasmid
NZ_CP013057	plasmid
NZ_CP013058	plasmid
NZ_CP013059	plasmid
NZ_CP013061	plasmid
NZ_AP014868	plasmid
NZ_AP014871	plasmid
NZ_AP014872	plasmid
NZ_CP014289	plasmid
NZ_CP014288	plasmid
NZ_CP014290	plasmid
NZ_CP014848	plasmid
NZ_CP015152	plasmid
NZ_CP015155	plasmid
NZ_CP015154	plasmid
NZ_CP015153	plasmid
NZ_CP015151	plasmid
NZ_CP015177	plasmid
NZ_CP015180	plasmid
NZ_CP015179	plasmid
NZ_CP015182	plasmid
NZ_CP015181	plasmid
NZ_CP015178	plasmid
NZ_CP016196	plasmid
NZ_CP016197	plasmid
NZ_CP015361	plasmid
NZ_CP016590	plasmid
NZ_CP015255	plasmid
NZ_CP015256	plasmid
NZ_CP021065	plasmid
NZ_CP021066	plasmid
NZ_CP017573	plasmid
NZ_CP017575	plasmid
NZ_CP017576	plasmid
NZ_CP019232	plasmid
NZ_CP019231	plasmid
NZ_CP019233	plasmid
NZ_CP022346	plasmid
NZ_CP024778	plasmid
NZ_CP024777	plasmid
NZ_CP024779	plasmid
NZ_CP024776	plasmid
NZ_CP032611	plasmid
NZ_CP021439	plasmid
NZ_CP021440	plasmid
NZ_CP021441	plasmid
NZ_CP021442	plasmid
NZ_CP021443	plasmid
NZ_CP021444	plasmid
NC_004703	plasmid
NC_022782	plasmid
NC_022783	plasmid
NC_010160	plasmid
NZ_HG969193	plasmid
NC_022531	plasmid
NZ_CP009680	plasmid
NZ_LN999830	plasmid
NZ_CP019039	plasmid
NZ_CP021891	plasmid
NZ_CP021977	plasmid
NZ_CP022343	plasmid
NZ_CP022342	plasmid
NZ_CP022557	plasmid
NZ_CP022558	plasmid
NZ_CP026534	plasmid
NZ_CP026535	plasmid
NZ_CP026611	plasmid
NZ_CP030151	plasmid
NZ_CP033053	plasmid
NZ_CP037418	plasmid
NZ_CP037419	plasmid
NZ_CP037420	plasmid
NC_010580	plasmid
NC_010578	plasmid
NZ_CP010414	plasmid
NZ_CP018045	plasmid
NZ_CP035465	plasmid
NC_004943	plasmid
NC_004252	plasmid
NC_004253	plasmid
NC_015053	plasmid
NC_015066	plasmid
NC_017222	plasmid
NC_017220	plasmid
NZ_CP010454	plasmid
NZ_CP029845	plasmid
NZ_CP029809	plasmid
NZ_CP029817	plasmid
NZ_CP029819	plasmid
NC_017925	plasmid
NC_022551	plasmid
NC_016598	plasmid
NZ_CP016462	plasmid
NZ_CP016458	plasmid
NZ_CP016459	plasmid
NZ_CP029821	plasmid
NC_013419	plasmid
NC_020196	plasmid
NC_016150	plasmid
NC_015679	plasmid
NC_017241	plasmid
NC_017237	plasmid
NC_017226	plasmid
NC_017227	plasmid
NC_017224	plasmid
NC_017240	plasmid
NC_017225	plasmid
NC_017230	plasmid
NC_017228	plasmid
NC_017235	plasmid
NC_017239	plasmid
NC_017229	plasmid
NC_017231	plasmid
NC_017232	plasmid
NC_017233	plasmid
NC_017234	plasmid
NC_017236	plasmid
NZ_CP009214	plasmid
NZ_CP009213	plasmid
NZ_CP009059	plasmid
NZ_CP009067	plasmid
NZ_CP009068	plasmid
NZ_CP009070	plasmid
NZ_CP009069	plasmid
NZ_CP009071	plasmid
NZ_CP009063	plasmid
NZ_CP009066	plasmid
NZ_CP009062	plasmid
NZ_CP009060	plasmid
NZ_CP009061	plasmid
NZ_CP009065	plasmid
NZ_CP009064	plasmid
NZ_CP014325	plasmid
NZ_CP014520	plasmid
NZ_CP014605	plasmid
NZ_CP014521	plasmid
NZ_CP018882	plasmid
NC_006129	plasmid
NC_006128	plasmid
NZ_CP028873	plasmid
NZ_CP028874	plasmid
NZ_CP028875	plasmid
NZ_CP028881	plasmid
NZ_CP028880	plasmid
NZ_CP028879	plasmid
NZ_CP028877	plasmid
NZ_CP028876	plasmid
NZ_CP028882	plasmid
NZ_CP028878	plasmid
NZ_CP028883	plasmid
NC_015906	plasmid
NC_015919	plasmid
NC_015910	plasmid
NC_015908	plasmid
NC_015904	plasmid
NC_015918	plasmid
NC_015903	plasmid
NC_015905	plasmid
NC_015909	plasmid
NC_015920	plasmid
NC_015917	plasmid
NC_015915	plasmid
NC_015907	plasmid
NC_015916	plasmid
NC_015922	plasmid
NC_015911	plasmid
NC_001857	plasmid
NC_000956	plasmid
NC_001856	plasmid
NC_001855	plasmid
NC_000953	plasmid
NC_000952	plasmid
NC_000948	plasmid
NC_000954	plasmid
NC_000950	plasmid
NC_000949	plasmid
NC_000951	plasmid
NC_001852	plasmid
NC_001853	plasmid
NC_001851	plasmid
NC_001854	plasmid
NC_001903	plasmid
NC_001850	plasmid
NC_000955	plasmid
NC_001849	plasmid
NC_001904	plasmid
NC_000957	plasmid
NC_011784	plasmid
NC_011720	plasmid
NC_011778	plasmid
NC_011736	plasmid
NC_011722	plasmid
NC_011731	plasmid
NC_011735	plasmid
NC_011779	plasmid
NC_011785	plasmid
NC_011781	plasmid
NC_011724	plasmid
NC_011783	plasmid
NC_011780	plasmid
NC_011782	plasmid
NC_013130	plasmid
NC_017421	plasmid
NC_017402	plasmid
NC_017424	plasmid
NC_017398	plasmid
NC_017419	plasmid
NC_017416	plasmid
NC_017414	plasmid
NC_017423	plasmid
NC_017415	plasmid
NC_017401	plasmid
NC_017420	plasmid
NC_017417	plasmid
NC_017422	plasmid
NC_017400	plasmid
NC_017399	plasmid
NC_017394	plasmid
NC_013129	plasmid
NC_017426	plasmid
NC_017425	plasmid
NC_017397	plasmid
NC_017428	plasmid
NC_017407	plasmid
NC_017396	plasmid
NC_017412	plasmid
NC_017393	plasmid
NC_017427	plasmid
NC_017405	plasmid
NC_017413	plasmid
NC_017408	plasmid
NC_017395	plasmid
NC_017406	plasmid
NC_017404	plasmid
NC_017409	plasmid
NC_017411	plasmid
NC_017410	plasmid
NZ_CP019854	plasmid
NZ_CP019855	plasmid
NZ_CP019853	plasmid
NZ_CP019852	plasmid
NZ_CP019846	plasmid
NZ_CP019849	plasmid
NZ_CP019850	plasmid
NZ_CP019847	plasmid
NZ_CP019848	plasmid
NZ_CP019845	plasmid
NZ_CP019851	plasmid
NZ_CP019921	plasmid
NZ_CP019918	plasmid
NZ_CP019925	plasmid
NZ_CP019926	plasmid
NZ_CP019924	plasmid
NZ_CP019919	plasmid
NZ_CP019923	plasmid
NZ_CP019917	plasmid
NZ_CP019920	plasmid
NZ_CP019922	plasmid
NZ_CP019756	plasmid
NZ_CP019765	plasmid
NZ_CP019766	plasmid
NZ_CP019764	plasmid
NZ_CP019763	plasmid
NZ_CP019757	plasmid
NZ_CP019760	plasmid
NZ_CP019759	plasmid
NZ_CP019758	plasmid
NZ_CP019755	plasmid
NZ_CP019762	plasmid
NZ_CP019761	plasmid
NZ_CP017218	plasmid
NZ_CP017217	plasmid
NZ_CP017206	plasmid
NZ_CP017216	plasmid
NZ_CP017204	plasmid
NZ_CP017205	plasmid
NZ_CP017209	plasmid
NZ_CP017208	plasmid
NZ_CP017203	plasmid
NZ_CP017215	plasmid
NZ_CP017219	plasmid
NZ_CP017213	plasmid
NZ_CP017202	plasmid
NZ_CP017212	plasmid
NZ_CP017214	plasmid
NZ_CP017207	plasmid
NZ_CP017211	plasmid
NZ_CP017210	plasmid
NZ_CP031397	plasmid
NZ_CP031408	plasmid
NZ_CP031406	plasmid
NZ_CP031409	plasmid
NZ_CP031404	plasmid
NZ_CP031403	plasmid
NZ_CP031402	plasmid
NZ_CP031398	plasmid
NZ_CP031401	plasmid
NZ_CP031411	plasmid
NZ_CP031405	plasmid
NZ_CP031400	plasmid
NZ_CP031407	plasmid
NZ_CP031410	plasmid
NZ_CP031399	plasmid
NC_011247	plasmid
NC_011256	plasmid
NC_011254	plasmid
NC_011251	plasmid
NC_011250	plasmid
NC_011249	plasmid
NC_011248	plasmid
NC_011264	plasmid
NC_011262	plasmid
NC_011245	plasmid
NC_011265	plasmid
NC_011261	plasmid
NC_011257	plasmid
NC_011259	plasmid
NC_011226	plasmid
NC_011224	plasmid
NZ_CP016173	plasmid
NC_017804	plasmid
NC_017725	plasmid
NZ_CP018745	plasmid
NZ_CP018746	plasmid
NZ_CP018747	plasmid
NZ_CP018748	plasmid
NZ_CP018749	plasmid
NZ_CP018750	plasmid
NZ_CP018751	plasmid
NZ_CP018752	plasmid
NZ_CP018753	plasmid
NZ_CP018754	plasmid
NZ_CP018755	plasmid
NZ_CP028862	plasmid
NZ_CP028863	plasmid
NZ_CP028865	plasmid
NZ_CP028868	plasmid
NZ_CP028864	plasmid
NZ_CP028869	plasmid
NZ_CP028867	plasmid
NZ_CP028870	plasmid
NZ_CP028871	plasmid
NZ_CP028866	plasmid
NZ_CP014350	plasmid
NZ_CP014792	plasmid
NZ_CP015333	plasmid
NZ_CP015331	plasmid
NZ_CP014351	plasmid
NZ_CP015332	plasmid
NZ_CP015334	plasmid
NZ_CP014871	plasmid
NZ_CP015336	plasmid
NZ_CP015335	plasmid
NZ_CP015337	plasmid
NZ_CP015809	plasmid
NZ_CP015808	plasmid
NZ_CP015807	plasmid
NZ_CP015798	plasmid
NZ_CP015801	plasmid
NZ_CP015800	plasmid
NZ_CP015799	plasmid
NZ_CP015806	plasmid
NZ_CP015797	plasmid
NZ_CP015804	plasmid
NZ_CP015803	plasmid
NZ_CP015805	plasmid
NZ_CP015802	plasmid
NZ_CP015962	plasmid
NZ_CP015795	plasmid
NZ_CP015793	plasmid
NZ_CP015792	plasmid
NZ_CP015782	plasmid
NZ_CP015785	plasmid
NZ_CP015784	plasmid
NZ_CP015783	plasmid
NZ_CP015791	plasmid
NZ_CP015781	plasmid
NZ_CP015789	plasmid
NZ_CP015790	plasmid
NZ_CP015788	plasmid
NZ_CP015786	plasmid
NZ_CP015787	plasmid
NZ_CP015794	plasmid
NZ_CP010328	plasmid
NZ_CP024206	plasmid
NZ_CP024207	plasmid
NZ_CP024208	plasmid
NZ_CP024209	plasmid
NZ_CP024210	plasmid
NZ_CP024211	plasmid
NZ_CP024212	plasmid
NZ_CP024213	plasmid
NZ_CP024214	plasmid
NZ_CP024215	plasmid
NZ_CP024216	plasmid
NZ_CP024217	plasmid
NZ_CP024218	plasmid
NZ_CP024219	plasmid
NZ_CP024220	plasmid
NZ_CP024221	plasmid
NZ_CP024222	plasmid
NZ_CP024317	plasmid
NZ_CP024318	plasmid
NZ_CP024319	plasmid
NZ_CP024320	plasmid
NZ_CP024321	plasmid
NZ_CP024322	plasmid
NZ_CP024323	plasmid
NZ_CP024324	plasmid
NZ_CP024325	plasmid
NZ_CP024326	plasmid
NZ_CP024327	plasmid
NZ_CP024328	plasmid
NZ_CP024329	plasmid
NZ_CP024330	plasmid
NZ_CP024331	plasmid
NZ_CP024332	plasmid
NZ_CP024334	plasmid
NZ_CP024335	plasmid
NZ_CP024336	plasmid
NZ_CP024337	plasmid
NZ_CP024338	plasmid
NZ_CP024339	plasmid
NZ_CP024340	plasmid
NZ_CP024341	plasmid
NZ_CP024342	plasmid
NZ_CP024343	plasmid
NZ_CP024344	plasmid
NZ_CP024345	plasmid
NZ_CP024346	plasmid
NZ_CP024347	plasmid
NZ_CP024348	plasmid
NZ_CP024349	plasmid
NZ_CP024350	plasmid
NZ_CP024352	plasmid
NZ_CP024353	plasmid
NZ_CP024354	plasmid
NZ_CP024355	plasmid
NZ_CP024356	plasmid
NZ_CP024357	plasmid
NZ_CP024358	plasmid
NZ_CP024359	plasmid
NZ_CP024360	plasmid
NZ_CP024361	plasmid
NZ_CP024362	plasmid
NZ_CP024363	plasmid
NZ_CP024364	plasmid
NZ_CP024365	plasmid
NZ_CP024366	plasmid
NZ_CP024367	plasmid
NZ_CP024368	plasmid
NZ_CP024369	plasmid
NZ_CP024370	plasmid
NZ_CP024372	plasmid
NZ_CP024373	plasmid
NZ_CP024374	plasmid
NZ_CP024375	plasmid
NZ_CP024376	plasmid
NZ_CP024377	plasmid
NZ_CP024378	plasmid
NZ_CP024379	plasmid
NZ_CP024380	plasmid
NZ_CP024381	plasmid
NZ_CP024382	plasmid
NZ_CP024383	plasmid
NZ_CP024384	plasmid
NZ_CP024385	plasmid
NZ_CP024386	plasmid
NZ_CP024387	plasmid
NZ_CP024388	plasmid
NZ_CP024389	plasmid
NZ_CP024391	plasmid
NZ_CP024392	plasmid
NZ_CP024393	plasmid
NZ_CP024394	plasmid
NZ_CP024395	plasmid
NZ_CP024396	plasmid
NZ_CP024397	plasmid
NZ_CP024398	plasmid
NZ_CP024399	plasmid
NZ_CP024400	plasmid
NZ_CP024401	plasmid
NZ_CP024402	plasmid
NZ_CP024404	plasmid
NZ_CP024403	plasmid
NZ_CP024405	plasmid
NZ_CP024406	plasmid
NZ_CP024407	plasmid
NZ_CP021873	plasmid
NZ_CP007036	plasmid
NC_018830	plasmid
NZ_CP016441	plasmid
NC_011246	plasmid
NC_011260	plasmid
NC_011258	plasmid
NC_011255	plasmid
NC_011253	plasmid
NC_011252	plasmid
NC_011263	plasmid
NZ_CP014302	plasmid
NZ_CP017947	plasmid
NZ_CP022370	plasmid
NZ_CP022371	plasmid
NZ_LT546646	plasmid
NZ_CP019369	plasmid
NZ_CP019368	plasmid
NZ_CP019364	plasmid
NZ_CP019365	plasmid
NZ_CP019366	plasmid
NZ_CP019362	plasmid
NZ_CP019367	plasmid
NZ_CP019363	plasmid
NZ_CP015630	plasmid
NZ_CP015636	plasmid
NZ_CP015635	plasmid
NZ_CP015634	plasmid
NZ_CP015633	plasmid
NZ_CP015632	plasmid
NZ_CP015631	plasmid
NZ_CP028885	plasmid
NZ_CP028889	plasmid
NZ_CP028890	plasmid
NZ_CP028888	plasmid
NZ_CP028886	plasmid
NZ_CP028887	plasmid
NZ_CP028891	plasmid
NZ_CP009119	plasmid
NZ_CP009118	plasmid
NC_012226	plasmid
NZ_CP019601	plasmid
NC_017242	plasmid
NZ_CP007807	plasmid
NZ_CP007808	plasmid
NZ_CP032411	plasmid
NZ_CP026735	plasmid
NZ_CP022318	plasmid
NZ_CP034542	plasmid
NC_009475	plasmid
NZ_CP016840	plasmid
NZ_CP016842	plasmid
NC_010553	plasmid
NC_008385	plasmid
NZ_CP009797	plasmid
NC_004555	plasmid
NC_002253	plasmid
NC_002252	plasmid
NC_011878	plasmid
NC_017257	plasmid
NC_017258	plasmid
NC_017261	plasmid
NC_017260	plasmid
NZ_CP002698	plasmid
NZ_CP002700	plasmid
NZ_CP002702	plasmid
NZ_CP002704	plasmid
NZ_CP009254	plasmid
NZ_CP009255	plasmid
NZ_CP029203	plasmid
NZ_CP029204	plasmid
NZ_LN890286	plasmid
NZ_LN890287	plasmid
NZ_LT635894	plasmid
NZ_LT635895	plasmid
NZ_LT667501	plasmid
NZ_LT667502	plasmid
NZ_LT667504	plasmid
NZ_CP012984	plasmid
NZ_CP022081	plasmid
NZ_CP023519	plasmid
NZ_CP007745	plasmid
NC_011003	plasmid
NC_008545	plasmid
NZ_CP011920	plasmid
NZ_CP015032	plasmid
NZ_CP019671	plasmid
NZ_CP032820	plasmid
NC_015383	plasmid
NC_015382	plasmid
NC_015377	plasmid
NC_015378	plasmid
NZ_CP022008	plasmid
NZ_CP022009	plasmid
NZ_CP022209	plasmid
NZ_CP022211	plasmid
NZ_CP033429	plasmid
NC_012718	plasmid
NC_012720	plasmid
NC_012723	plasmid
NZ_CP017832	plasmid
NZ_CP017833	plasmid
NC_021289	plasmid
NC_021295	plasmid
NC_010802	plasmid
NC_010070	plasmid
NZ_CP020399	plasmid
NC_014389	plasmid
NC_014390	plasmid
NZ_CP013379	plasmid
NZ_CP011506	plasmid
NC_016626	plasmid
NC_016591	plasmid
NC_016592	plasmid
NZ_CP009547	plasmid
NZ_CP013423	plasmid
NZ_CP013381	plasmid
NZ_CP014312	plasmid
NZ_CP014511	plasmid
NZ_CP014512	plasmid
NZ_CP014581	plasmid
NZ_CP014582	plasmid
NZ_CP029827	plasmid
NZ_CP033075	plasmid
NC_017923	plasmid
NC_014120	plasmid
NZ_CP013369	plasmid
NZ_CP013462	plasmid
NZ_CP013454	plasmid
NC_013193	plasmid
NC_013190	plasmid
NC_013191	plasmid
NC_011564	plasmid
NC_011561	plasmid
NC_011562	plasmid
NC_011563	plasmid
NZ_AP017915	plasmid
NZ_AP017916	plasmid
NZ_AP017917	plasmid
NZ_AP017918	plasmid
NZ_AP017919	plasmid
NZ_CP011788	plasmid
NC_012036	plasmid
NC_012037	plasmid
NC_022355	plasmid
NC_022348	plasmid
NC_022656	plasmid
NZ_CP007184	plasmid
NZ_CP007187	plasmid
NZ_CP007186	plasmid
NZ_CP007185	plasmid
NZ_CP007182	plasmid
NZ_CP007180	plasmid
NZ_CP011017	plasmid
NZ_CP013035	plasmid
NZ_CP013734	plasmid
NZ_CP013735	plasmid
NZ_CP017027	plasmid
NZ_CP017028	plasmid
NZ_CP017866	plasmid
NZ_CP017867	plasmid
NZ_CP017869	plasmid
NZ_CP017870	plasmid
NZ_CP017872	plasmid
NZ_CP017874	plasmid
NZ_CP017877	plasmid
NZ_CP017879	plasmid
NZ_CP017880	plasmid
NZ_CP018901	plasmid
NZ_CP023546	plasmid
NZ_CP023547	plasmid
NZ_CP025282	plasmid
NZ_CP028188	plasmid
NC_009795	plasmid
NC_009796	plasmid
NZ_CP020868	plasmid
NZ_CP020869	plasmid
NZ_LN999834	plasmid
NZ_AP017461	plasmid
NZ_AP017460	plasmid
NZ_AP017462	plasmid
NC_018606	plasmid
NZ_LT670852	plasmid
NZ_CP007001	plasmid
NZ_CP007002	plasmid
NZ_CP008809	plasmid
NZ_HG004427	plasmid
NZ_CP014569	plasmid
NZ_CP014570	plasmid
NZ_CP020479	plasmid
NZ_CP020480	plasmid
NZ_CP020481	plasmid
NZ_CP020483	plasmid
NZ_CP020482	plasmid
NZ_CP037749	plasmid
NZ_CP037748	plasmid
NZ_CP013003	plasmid
NZ_LN999837	plasmid
NZ_LN999836	plasmid
NC_009713	plasmid
NZ_CP009044	plasmid
NC_022603	plasmid
NC_022602	plasmid
NC_022607	plasmid
NC_022601	plasmid
NC_022608	plasmid
NZ_AP010873	plasmid
NC_008790	plasmid
NC_008770	plasmid
NC_017284	plasmid
NC_017282	plasmid
NC_022354	plasmid
NZ_CP010073	plasmid
NZ_CP010074	plasmid
NZ_CP010302	plasmid
NZ_CP010303	plasmid
NZ_CP014345	plasmid
NZ_CP014745	plasmid
NZ_CP014746	plasmid
NZ_CP014743	plasmid
NZ_CP017030	plasmid
NZ_CP017861	plasmid
NZ_CP017864	plasmid
NZ_CP007750	plasmid
NZ_CP007752	plasmid
NZ_CP017857	plasmid
NZ_CP017858	plasmid
NZ_CP017854	plasmid
NZ_CP017855	plasmid
NZ_CP020775	plasmid
NZ_CP022078	plasmid
NZ_CP017230	plasmid
NZ_CP017231	plasmid
NZ_CP022471	plasmid
NZ_CP023544	plasmid
NZ_CP028186	plasmid
NZ_CP028373	plasmid
NZ_CP028935	plasmid
NC_014719	plasmid
NC_012040	plasmid
NZ_CP016845	plasmid
NZ_CP016846	plasmid
NZ_CP016847	plasmid
NZ_CP016848	plasmid
NZ_AP014837	plasmid
NC_014749	plasmid
NZ_CP010910	plasmid
NZ_CP010908	plasmid
NZ_CP010911	plasmid
NZ_CP010909	plasmid
NZ_CP008942	plasmid
NZ_CP007767	plasmid
NZ_CP007768	plasmid
NC_021886	plasmid
NZ_CP012592	plasmid
NC_013962	plasmid
NZ_CP035950	plasmid
NZ_CP027233	plasmid
NZ_CP027230	plasmid
NZ_CP011383	plasmid
NZ_CP011384	plasmid
NZ_CP011385	plasmid
NZ_CP010819	plasmid
NZ_CP018790	plasmid
