MGE,ARG,ARO Accession,Genome,Predicted_gene_name,Predicted_host,Associated_drug_class,MajorClass
P-P,dfrA19,ARO:3003015,NZ_CP016381.1,CAC81324.1,Salmonella enterica subsp. enterica serovar Typhimurium ,diaminopyrimidine antibiotic,diaminopyrimidine
P-P,dfrA21,ARO:3003017,NZ_MN178640.1,CAP69659.1,Salmonella enterica subsp. enterica serovar Bredeney ,diaminopyrimidine antibiotic,diaminopyrimidine
P-P,dfrA23,ARO:3003019,NZ_MK439959.1,CAG34233.2,Salmonella enterica subsp. enterica serovar Typhimurium ,diaminopyrimidine antibiotic,diaminopyrimidine
P-P,dfrA27,ARO:3004550,NZ_MG196293.1,ACD45689.1,Vibrio cholerae non-O1/non-O139,diaminopyrimidine antibiotic,diaminopyrimidine
P-P,DHA-1,ARO:3002132,NZ_MH763829.1,CAA76196.1,Salmonella enterica subsp. enterica serovar Enteritidis ,cephalosporin;cephamycin,beta-lactam
P-P,Ecol_catII ,ARO:3004656,NZ_CP044294.1,CAA37805.1,Escherichia coli str. K-12,phenicol antibiotic,phenicol
P-P,Ecol_catII ,ARO:3004656,NZ_CP050364.1,CAA37805.1,Escherichia coli str. K-12,phenicol antibiotic,phenicol
P-P,Ecol_catII ,ARO:3004656,NZ_MK433207.1,CAA37805.1,Escherichia coli str. K-12,phenicol antibiotic,phenicol
P-P,Ecol_emrE ,ARO:3004039,IMGVR_UViG_640753024_000002,CAA77936.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,Ecol_mdfA ,ARO:3001328,uvig_576774,AFH35853.1,Escherichia coli ,benzalkonium chloride;rhodamine;tetracycline antibiotic,multidrug
P-P,Erm(42),ARO:3003106,CP017387.1,CBY77552.1,Pasteurella multocida ,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,mls
P-P,Erm(42),ARO:3003106,NZ_CP017778.1,CBY77552.1,Pasteurella multocida ,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,mls
P-P,ErmB ,ARO:3000375,NZ_CP021203.1,AAF86219.1,Enterococcus faecium ,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,mls
P-P,floR ,ARO:3002705,CP034786.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,CP042894.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_AP023428.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP010146.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP010243.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP018956.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP021835.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP029493.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP029688.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP032239.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP032890.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP033251.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP033379.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP034590.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP040928.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP041590.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP044294.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP047005.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP048027.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP053046.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP063477.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP063502.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP070907.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_CP072806.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_LR130553.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_MG825383.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,floR ,ARO:3002705,NZ_MH763829.1,AAG16656.1,Escherichia coli ,phenicol antibiotic,multidrug
P-P,FosA3,ARO:3002872,NZ_CP032067.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,FosA3,ARO:3002872,NZ_CP032890.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,FosA3,ARO:3002872,NZ_CP033251.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,FosA3,ARO:3002872,NZ_CP033632.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,FosA3,ARO:3002872,NZ_CP047005.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,FosA3,ARO:3002872,NZ_CP048027.1,AEG78825.1,Escherichia coli ,fosfomycin,fosfomycin
P-P,GES-1,ARO:3002330,NZ_CP066814.1,AAF27723.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,GES-1,ARO:3002330,NZ_CP068233.1,AAF27723.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,H-NS ,ARO:3000676,NZ_CP031350.1,BAB35162.1,Escherichia coli O157:H7 str. Sakai,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,multidrug
P-P,H-NS ,ARO:3000676,uvig_482885,BAB35162.1,Escherichia coli O157:H7 str. Sakai,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,multidrug
P-P,IMP-1,ARO:3002192,NZ_AP018351.1,CAA11471.1,Pseudomonas aeruginosa ,carbapenem;cephalosporin;cephamycin;penam;penem,beta-lactam
P-P,IMP-26,ARO:3002217,NZ_MN629346.1,ACY01749.1,Pseudomonas aeruginosa ,carbapenem;cephalosporin;cephamycin;penam;penem,beta-lactam
P-P,IMP-26,ARO:3002217,NZ_MN961666.1,ACY01749.1,Pseudomonas aeruginosa ,carbapenem;cephalosporin;cephamycin;penam;penem,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP016381.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP018956.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP021835.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP025141.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP025147.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_CP061960.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_KX928752.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_MK433207.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-2,ARO:3002312,NZ_MK439959.1,AAK70220.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-3,ARO:3002313,NZ_CP061398.1,AAL05630.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-33,ARO:3005365,NZ_CP025144.1,AUD37084.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,KPC-4,ARO:3002314,NZ_CP034755.1,ACA34343.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;monobactam;penam,beta-lactam
P-P,Kpne_OmpK37,ARO:3004122,NZ_LR134278.1,CAA09666.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem,exclude
P-P,linG ,ARO:3002879,NZ_CP040928.1,ABG65740.1,Salmonella enterica subsp. enterica serovar Stanley ,lincosamide antibiotic,lincosamide
P-P,linG ,ARO:3002879,NZ_CP069704.1,ABG65740.1,Salmonella enterica subsp. enterica serovar Stanley ,lincosamide antibiotic,lincosamide
P-P,MCR-1.1,ARO:3003689,CP047090.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,MF510496.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_CP029493.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_CP035313.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_CP080254.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_KX518745.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_KX880944.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_LC511659.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MG288678.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MH781719.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MH844525.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MK256965.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MK419152.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MCR-1.1,ARO:3003689,NZ_MN232192.1,AKF16168.1,Escherichia coli ,peptide antibiotic,peptide
P-P,MdtK ,ARO:3001327,uvig_578912,AML99881.1,Salmonella enterica subsp. enterica serovar Typhimurium ,fluoroquinolone antibiotic,multidrug
P-P,mef(B) ,ARO:3003107,CP042617.1,ACJ63262.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,mef(B) ,ARO:3003107,NZ_CP063488.1,ACJ63262.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,mef(B) ,ARO:3003107,NZ_CP070907.1,ACJ63262.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,mef(B) ,ARO:3003107,NZ_LR130553.1,ACJ63262.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,mef(B) ,ARO:3003107,NZ_MN510447.1,ACJ63262.1,Escherichia coli ,macrolide antibiotic,multidrug
P-P,mel ,ARO:3000616,GCA_002610805.1,AAL73129.1,Streptococcus pyogenes ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,mel ,ARO:3000616,GCA_002610805.1,AAL73129.1,Streptococcus pyogenes ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,mphA ,ARO:3000316,CP057733.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,CP057740.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,CP057753.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NC_021654.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP007729.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP019262.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP021203.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP029244.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP029493.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP029688.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP030285.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP032067.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP032239.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP033251.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP033632.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP034755.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP034789.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP037929.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP040928.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP050364.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP058165.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP068934.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_CP071075.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_KP453775.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_MG825383.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_MH763829.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphA ,ARO:3000316,NZ_MN922301.1,BAA03776.1,Escherichia coli ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,CP052311.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,CP052352.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,CP052393.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,CP052423.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,NZ_CP016381.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,NZ_CP027122.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,NZ_CP031445.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,NZ_CP040426.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,mphE ,ARO:3003741,NZ_CP041590.1,ABI20451.1,uncultured bacterium ,macrolide antibiotic,macrolide
P-P,msrE ,ARO:3003109,CP052311.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,CP052352.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,CP052393.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,CP052423.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,NZ_CP016381.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,NZ_CP027122.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,NZ_CP031445.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,NZ_CP040426.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,msrE ,ARO:3003109,NZ_CP041590.1,ACB05808.1,Acinetobacter baumannii ,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,multidrug
P-P,NDM-1,ARO:3000589,NZ_CP021720.1,CAZ39946.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;cephamycin;penam,beta-lactam
P-P,NDM-1,ARO:3000589,NZ_CP021962.1,CAZ39946.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;cephamycin;penam,beta-lactam
P-P,NDM-1,ARO:3000589,NZ_MG196293.1,CAZ39946.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;cephamycin;penam,beta-lactam
P-P,NDM-5,ARO:3000467,NZ_CP074117.1,AEN03071.1,Escherichia coli ,carbapenem;cephalosporin;cephamycin;penam,beta-lactam
P-P,oqxA ,ARO:3003922,NZ_AP023428.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP019262.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP029181.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP032067.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP033632.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP034789.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP048823.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP059289.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_CP063951.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_MG825383.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxA ,ARO:3003922,NZ_MN086777.1,AAP43109.1,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_AP023428.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP019262.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP029181.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP032067.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP033632.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP034789.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP048823.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP059289.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_CP063951.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_MG825383.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,oqxB ,ARO:3003923,NZ_MN086777.1,AAP43110.2,Escherichia coli ,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,multidrug
P-P,OXA-1,ARO:3001396,CP052281.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,CP052352.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,CP052393.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,CP052423.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,NZ_CP034755.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,NZ_CP037929.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-1,ARO:3001396,NZ_MN922301.1,AFB82783.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-10,ARO:3001405,NZ_CP053046.1,AAG45720.1,Escherichia coli ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-10,ARO:3001405,NZ_MH763829.1,AAG45720.1,Escherichia coli ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-10,ARO:3001405,NZ_MK439959.1,AAG45720.1,Escherichia coli ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-181,ARO:3001784,NZ_CP068934.1,AEP16366.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-181,ARO:3001784,NZ_MN080489.1,AEP16366.1,Klebsiella pneumoniae ,carbapenem;cephalosporin;penam,beta-lactam
P-P,OXA-23,ARO:3001418,NZ_CP039519.1,AAV65289.1,Acinetobacter baumannii ,carbapenem;cephalosporin;penam,beta-lactam
P-P,ParR ,ARO:3005068,uvig_577555,AAG05188.1,Pseudomonas aeruginosa PAO1,acridine dye;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;phenicol antibiotic;tetracycline antibiotic,multidrug
P-P,ParS ,ARO:3005067,uvig_577555,AAG05187.1,Pseudomonas aeruginosa PAO1,acridine dye;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;phenicol antibiotic;tetracycline antibiotic,multidrug
P-P,qacE ,ARO:3005009,NZ_CP021203.1,AEH26330.1,Klebsiella pneumoniae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacE ,ARO:3005009,NZ_CP063951.1,AEH26330.1,Klebsiella pneumoniae ,disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,CP057733.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
P-P,qacEdelta1,ARO:3005010,CP057740.1,AAC44316.1,Pseudomonas aeruginosa ,acridine dye;disinfecting agents and intercalating dyes,multidrug
